593088304,BSGrowNA9T-,2017-03-26 14:18:05,56
593088304,BSFduy2gnvn,2017-03-26 02:57:20,50
257163552,BSGeVf9FA0P,2017-03-26 12:21:52,249
257163552,BSFIFyUlX4w,2017-03-25 23:48:14,Error-1
257163552,BSDDHK_l5-Y,2017-03-25 04:26:15,98
257163552,BSDCEDBgM8B,2017-03-25 04:17:05,93
257163552,BR7EuoNBHJF,2017-03-22 02:06:27,54
257163552,BRw9cqQAwqi,2017-03-18 03:50:26,37
257163552,BRpOTWzA8Y2,2017-03-15 03:43:47,Error-1
257163552,BRpH4zllZ6G,2017-03-15 02:47:44,551
257163552,BRV_PJZByMH,2017-03-07 16:26:34,76
257163552,BRQJMFcjOFU,2017-03-05 09:58:05,63
257163552,BRPaFIUDbJh,2017-03-05 03:06:27,198
257163552,BQu6uemgGfT,2017-02-20 12:16:46,32
89971225,BSTa3ayhkrN,2017-03-31 13:01:40,146
89971225,BSSIiseDuL1,2017-03-31 01:02:19,59
89971225,BSQoJB1Bhdk,2017-03-30 10:59:57,55
89971225,BSOFjsVhtHk,2017-03-29 11:19:16,67
89971225,BSN17TFFqmv,2017-03-29 09:02:41,36
89971225,BSJhc-bD3Wa,2017-03-27 16:46:49,742
89971225,BSJgse1DN4I,2017-03-27 16:40:12,50
89971225,BSC7AjPBxQx,2017-03-25 03:15:27,13
89971225,BRiT_NJhfwO,2017-03-12 11:18:47,Error-1
89971225,BRhyxK4jNPj,2017-03-12 06:28:30,33
89971225,BRhdpzZFjS8,2017-03-12 03:24:00,81
89971225,BRhHvPHD3qv,2017-03-12 00:12:30,755
297958937,BR9dsIeBFRl,2017-03-23 00:23:03,Error-3
297958937,BR0ec45htaV,2017-03-19 12:36:32,148
297958937,BRgL-PhAeWu,2017-03-11 15:30:16,18
297958937,BRX_bcYgkC-,2017-03-08 11:06:44,229
297958937,BRMvzShgQBB,2017-03-04 02:18:32,Error-1
297958937,BQ4tTFaBLPf,2017-02-24 07:31:51,115
297958937,BQu0ETaBiT2,2017-02-20 11:18:35,26
297958937,BQuogTNBi3b,2017-02-20 09:37:33,Error-1
297958937,BQscCgwANtu,2017-02-19 13:10:09,20
297958937,BQp8A3AAEHy,2017-02-18 13:51:49,Error-3
297958937,BQpKsnQhjdx,2017-02-18 06:40:53,19
297958937,BQpHfIWgmu5,2017-02-18 06:12:50,26
1032809277,BRzuUoAFash,2017-03-19 05:35:59,64
1032809277,BRiSrUTFS-k,2017-03-12 11:07:19,17
1032809277,BP48jZyhFbG,2017-01-30 13:13:45,Error-4
1032809277,BPjjnptBm6s,2017-01-22 05:51:49,Error-4
1032809277,BO1kXV6hzLE,2017-01-04 09:13:16,21
1032809277,BOt_-eog_g0,2017-01-01 10:40:37,32
1032809277,BOt_1nKgwIh,2017-01-01 10:39:25,14
1032809277,BOt_vY4AN8e,2017-01-01 10:38:34,14
1032809277,BOt_pF7AWMc,2017-01-01 10:37:42,16
1032809277,BOt_i_oALrC,2017-01-01 10:36:52,20
1032809277,BOt_ZAHAfB5,2017-01-01 10:35:30,13
1032809277,BOhc3AGjz5S,2016-12-27 13:42:53,48
256629321,BSI4prahiUz,2017-03-27 10:50:17,Error-3
256629321,BSIMctmDAtH,2017-03-27 04:24:02,25
256629321,BRpxNWZjAH6,2017-03-15 08:48:48,48
256629321,BRotAXvhmvh,2017-03-14 22:52:50,Error-1
256629321,BRb-sOTBPTO,2017-03-10 00:17:15,68
256629321,BRazezGFPNS,2017-03-09 13:20:03,29
256629321,BRPf2z8DlLL,2017-03-05 03:56:55,Error-1
256629321,BRPedntDtGU,2017-03-05 03:44:44,29
256629321,BRN_zx8gOJ_,2017-03-04 13:57:39,40
256629321,BRN5AWnDAGG,2017-03-04 12:58:12,21
256629321,BRIMey8Dn1B,2017-03-02 07:52:56,Error-1
256629321,BRHhRxCBWNc,2017-03-02 01:35:25,70
240560261,BR0D4jogqe6,2017-03-19 08:44:23,23
240560261,BNrjt3gA1Q7,2016-12-06 15:23:49,23
240560261,BL5Tx4MDJVy,2016-10-23 06:31:08,Error-1
240560261,BKuNIaJhv18,2016-09-24 02:30:00,35
240560261,BKb_WTlB2_0,2016-09-17 00:43:14,35
240560261,BITt0jBj0WI,2016-07-26 02:33:22,Error-3
240560261,BBwZY8gEShR,2016-02-14 06:13:03,Error-3
240560261,BBL7-SGHqZv,2016-01-31 02:23:20,Error-1
240560261,BBKVsplFzSA,2016-01-30 11:29:38,33
240560261,BASQ8jBMIv8,2016-01-08 16:50:39,49
240560261,_bi40ynAsZ,2015-12-18 10:49:12,31
240560261,_bixOtHAsM,2015-12-18 10:48:10,19
270663134,-lvsj9s_Ko,2015-11-27 13:22:08,43
270663134,-aeyRgs_Cg,2015-11-23 04:22:43,25
270663134,-ads0Fs_Bh,2015-11-23 04:13:14,63
270663134,-X4ikNt2KE,2015-11-22 04:10:03,63
270663134,-V_wfQN2C0,2015-11-21 10:34:38,29
270663134,-V8czat2OS,2015-11-21 10:05:44,19
270663134,-V6mxwN2L9,2015-11-21 09:49:37,17
270663134,-TKA8HM_Pf,2015-11-20 08:06:32,44
270663134,-TJko3M_O5,2015-11-20 08:02:40,34
270663134,-THOP6s_Mv,2015-11-20 07:42:08,46
270663134,-IvDe5M_Df,2015-11-16 06:58:33,40
